Mod:Item:MetaData, Localized Name
gregtech:ore_molybdenite_0:11, Granite Molybdenite Ore
gregtech:ore_molybdenite_0:12, Marble Molybdenite Ore
gregtech:ore_molybdenite_0:13, Basalt Molybdenite Ore
gregtech:ore_uraninite_0:0, Uraninite Ore
gregtech:ore_uraninite_0:1, Uraninite Ore
gregtech:ore_uraninite_0:2, Uraninite Ore
gregtech:ore_uraninite_0:3, Uraninite Ore
gregtech:ore_uraninite_0:4, Gravel Uraninite Ore
gregtech:ore_uraninite_0:5, Uraninite Ore
gregtech:ore_uraninite_0:6, Nether Uraninite Ore
gregtech:ore_uraninite_0:7, End Uraninite Ore
gregtech:ore_uraninite_0:8, Sand Uraninite Ore
gregtech:ore_uraninite_0:9, Sand Uraninite Ore
gregtech:ore_uraninite_0:10, Granite Uraninite Ore
gregtech:ore_uraninite_0:11, Granite Uraninite Ore
gregtech:ore_uraninite_0:12, Marble Uraninite Ore
gregtech:ore_uraninite_0:13, Basalt Uraninite Ore
gregtech:ore_rutile_0:0, Rutile Ore
gregtech:ore_rutile_0:1, Rutile Ore
gregtech:ore_rutile_0:2, Rutile Ore
gregtech:ore_rutile_0:3, Rutile Ore
gregtech:ore_rutile_0:4, Gravel Rutile Ore
gregtech:ore_rutile_0:5, Rutile Ore
gregtech:ore_rutile_0:6, Nether Rutile Ore
gregtech:ore_rutile_0:7, End Rutile Ore
gregtech:ore_rutile_0:8, Sand Rutile Ore
gregtech:ore_rutile_0:9, Sand Rutile Ore
gregtech:ore_rutile_0:10, Granite Rutile Ore
gregtech:ore_rutile_0:11, Granite Rutile Ore
gregtech:ore_rutile_0:12, Marble Rutile Ore
gregtech:ore_rutile_0:13, Basalt Rutile Ore
gregtech:ore_yellow_limonite_0:0, Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:1, Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:2, Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:3, Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:4, Gravel Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:5, Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:6, Nether Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:7, End Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:8, Sand Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:9, Sand Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:10, Granite Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:11, Granite Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:12, Marble Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:13, Basalt Yellow Limonite Ore
gregtech:ore_rock_salt_0:0, Rock Salt Ore
gregtech:ore_rock_salt_0:1, Rock Salt Ore
gregtech:ore_rock_salt_0:2, Rock Salt Ore
gregtech:ore_rock_salt_0:3, Rock Salt Ore
gregtech:ore_rock_salt_0:4, Gravel Rock Salt Ore
gregtech:ore_rock_salt_0:5, Rock Salt Ore
gregtech:ore_rock_salt_0:6, Nether Rock Salt Ore
gregtech:ore_rock_salt_0:7, End Rock Salt Ore
gregtech:ore_rock_salt_0:8, Sand Rock Salt Ore
gregtech:ore_rock_salt_0:9, Sand Rock Salt Ore
gregtech:ore_rock_salt_0:10, Granite Rock Salt Ore
gregtech:ore_rock_salt_0:11, Granite Rock Salt Ore
gregtech:ore_rock_salt_0:12, Marble Rock Salt Ore
gregtech:ore_rock_salt_0:13, Basalt Rock Salt Ore
gregtech:ore_tungstate_0:0, Tungstate Ore
gregtech:ore_tungstate_0:1, Tungstate Ore
gregtech:ore_tungstate_0:2, Tungstate Ore
gregtech:ore_tungstate_0:3, Tungstate Ore
gregtech:ore_tungstate_0:4, Gravel Tungstate Ore
gregtech:ore_tungstate_0:5, Tungstate Ore
gregtech:ore_tungstate_0:6, Nether Tungstate Ore
gregtech:ore_tungstate_0:7, End Tungstate Ore
gregtech:ore_tungstate_0:8, Sand Tungstate Ore
gregtech:ore_tungstate_0:9, Sand Tungstate Ore
gregtech:ore_tungstate_0:10, Granite Tungstate Ore
gregtech:ore_tungstate_0:11, Granite Tungstate Ore
gregtech:ore_tungstate_0:12, Marble Tungstate Ore
gregtech:ore_tungstate_0:13, Basalt Tungstate Ore
gregtech:ore_lepidolite_0:0, Lepidolite Ore
gregtech:ore_lepidolite_0:1, Lepidolite Ore
gregtech:ore_lepidolite_0:2, Lepidolite Ore
gregtech:ore_lepidolite_0:3, Lepidolite Ore
gregtech:ore_lepidolite_0:4, Gravel Lepidolite Ore
gregtech:ore_lepidolite_0:5, Lepidolite Ore
gregtech:ore_lepidolite_0:6, Nether Lepidolite Ore
gregtech:ore_lepidolite_0:7, End Lepidolite Ore
gregtech:ore_lepidolite_0:8, Sand Lepidolite Ore
gregtech:ore_lepidolite_0:9, Sand Lepidolite Ore
gregtech:ore_lepidolite_0:10, Granite Lepidolite Ore
gregtech:ore_lepidolite_0:11, Granite Lepidolite Ore
gregtech:ore_lepidolite_0:12, Marble Lepidolite Ore
gregtech:ore_lepidolite_0:13, Basalt Lepidolite Ore
gregtech:ore_lead_0:0, Lead Ore
gregtech:ore_lead_0:1, Lead Ore
gregtech:ore_lead_0:2, Lead Ore
gregtech:ore_lead_0:3, Lead Ore
gregtech:ore_lead_0:4, Gravel Lead Ore
gregtech:ore_lead_0:5, Lead Ore
gregtech:ore_lead_0:6, Nether Lead Ore
gregtech:ore_lead_0:7, End Lead Ore
gregtech:ore_lead_0:8, Sand Lead Ore
gregtech:ore_lead_0:9, Sand Lead Ore
gregtech:ore_lead_0:10, Granite Lead Ore
gregtech:ore_lead_0:11, Granite Lead Ore
gregtech:ore_lead_0:12, Marble Lead Ore
gregtech:ore_lead_0:13, Basalt Lead Ore
gregtech:ore_copper_0:0, Copper Ore
gregtech:ore_copper_0:1, Copper Ore
gregtech:ore_copper_0:2, Copper Ore
gregtech:ore_copper_0:3, Copper Ore
gregtech:ore_copper_0:4, Gravel Copper Ore
gregtech:ore_copper_0:5, Copper Ore
gregtech:ore_copper_0:6, Nether Copper Ore
gregtech:ore_copper_0:7, End Copper Ore
gregtech:ore_copper_0:8, Sand Copper Ore
gregtech:ore_copper_0:9, Sand Copper Ore
gregtech:ore_copper_0:10, Granite Copper Ore
gregtech:ore_copper_0:11, Granite Copper Ore
gregtech:ore_copper_0:12, Marble Copper Ore
gregtech:ore_copper_0:13, Basalt Copper Ore
gregtech:ore_pyrolusite_0:0, Pyrolusite Ore
gregtech:ore_pyrolusite_0:1, Pyrolusite Ore
gregtech:ore_pyrolusite_0:2, Pyrolusite Ore
gregtech:ore_pyrolusite_0:3, Pyrolusite Ore
gregtech:ore_pyrolusite_0:4, Gravel Pyrolusite Ore
gregtech:ore_pyrolusite_0:5, Pyrolusite Ore
gregtech:ore_pyrolusite_0:6, Nether Pyrolusite Ore
gregtech:ore_pyrolusite_0:7, End Pyrolusite Ore
gregtech:ore_pyrolusite_0:8, Sand Pyrolusite Ore
gregtech:ore_pyrolusite_0:9, Sand Pyrolusite Ore
gregtech:ore_pyrolusite_0:10, Granite Pyrolusite Ore
gregtech:ore_pyrolusite_0:11, Granite Pyrolusite Ore
gregtech:ore_pyrolusite_0:12, Marble Pyrolusite Ore
gregtech:ore_pyrolusite_0:13, Basalt Pyrolusite Ore
gregtech:ore_vanadium_magnetite_0:0, Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:1, Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:2, Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:3, Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:4, Gravel Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:5, Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:6, Nether Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:7, End Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:8, Sand Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:9, Sand Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:10, Granite Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:11, Granite Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:12, Marble Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:13, Basalt Vanadium Magnetite Ore
gregtech:ore_osmium_0:0, Osmium Ore
gregtech:ore_osmium_0:1, Osmium Ore
gregtech:ore_osmium_0:2, Osmium Ore
gregtech:ore_osmium_0:3, Osmium Ore
gregtech:ore_osmium_0:4, Gravel Osmium Ore
gregtech:ore_osmium_0:5, Osmium Ore
gregtech:ore_osmium_0:6, Nether Osmium Ore
gregtech:ore_osmium_0:7, End Osmium Ore
gregtech:ore_osmium_0:8, Sand Osmium Ore
gregtech:ore_osmium_0:9, Sand Osmium Ore
gregtech:ore_osmium_0:10, Granite Osmium Ore
gregtech:ore_osmium_0:11, Granite Osmium Ore
gregtech:ore_osmium_0:12, Marble Osmium Ore
gregtech:ore_osmium_0:13, Basalt Osmium Ore
gregtech:ore_talc_0:0, Talc Ore
gregtech:ore_talc_0:1, Talc Ore
gregtech:ore_talc_0:2, Talc Ore
gregtech:ore_talc_0:3, Talc Ore
gregtech:ore_talc_0:4, Gravel Talc Ore
gregtech:ore_talc_0:5, Talc Ore
gregtech:ore_talc_0:6, Nether Talc Ore
gregtech:ore_talc_0:7, End Talc Ore
gregtech:ore_talc_0:8, Sand Talc Ore
gregtech:ore_talc_0:9, Sand Talc Ore
gregtech:ore_talc_0:10, Granite Talc Ore
gregtech:ore_talc_0:11, Granite Talc Ore
gregtech:ore_talc_0:12, Marble Talc Ore
gregtech:ore_talc_0:13, Basalt Talc Ore
gregtech:ore_diamond_0:0, Diamond Ore
gregtech:ore_diamond_0:1, Diamond Ore
gregtech:ore_diamond_0:2, Diamond Ore
gregtech:ore_diamond_0:3, Diamond Ore
gregtech:ore_diamond_0:4, Gravel Diamond Ore
gregtech:ore_diamond_0:5, Diamond Ore
gregtech:ore_diamond_0:6, Nether Diamond Ore
gregtech:ore_diamond_0:7, End Diamond Ore
gregtech:ore_diamond_0:8, Sand Diamond Ore
gregtech:ore_diamond_0:9, Sand Diamond Ore
gregtech:ore_diamond_0:10, Granite Diamond Ore
gregtech:ore_diamond_0:11, Granite Diamond Ore
gregtech:ore_diamond_0:12, Marble Diamond Ore
gregtech:ore_diamond_0:13, Basalt Diamond Ore
gregtech:ore_quartzite_0:0, Quartzite Ore
gregtech:ore_quartzite_0:1, Quartzite Ore
gregtech:ore_quartzite_0:2, Quartzite Ore
gregtech:ore_quartzite_0:3, Quartzite Ore
gregtech:ore_quartzite_0:4, Gravel Quartzite Ore
gregtech:ore_quartzite_0:5, Quartzite Ore
gregtech:ore_quartzite_0:6, Nether Quartzite Ore
gregtech:ore_quartzite_0:7, End Quartzite Ore
gregtech:ore_quartzite_0:8, Sand Quartzite Ore
gregtech:ore_quartzite_0:9, Sand Quartzite Ore
gregtech:ore_quartzite_0:10, Granite Quartzite Ore
gregtech:ore_quartzite_0:11, Granite Quartzite Ore
gregtech:ore_quartzite_0:12, Marble Quartzite Ore
gregtech:ore_quartzite_0:13, Basalt Quartzite Ore
gregtech:ore_apatite_0:0, Apatite Ore
gregtech:ore_apatite_0:1, Apatite Ore
gregtech:ore_apatite_0:2, Apatite Ore
gregtech:ore_apatite_0:3, Apatite Ore
gregtech:ore_apatite_0:4, Gravel Apatite Ore
gregtech:ore_apatite_0:5, Apatite Ore
gregtech:ore_apatite_0:6, Nether Apatite Ore
gregtech:ore_apatite_0:7, End Apatite Ore
gregtech:ore_apatite_0:8, Sand Apatite Ore
gregtech:ore_apatite_0:9, Sand Apatite Ore
gregtech:ore_apatite_0:10, Granite Apatite Ore
gregtech:ore_apatite_0:11, Granite Apatite Ore
gregtech:ore_apatite_0:12, Marble Apatite Ore
gregtech:ore_apatite_0:13, Basalt Apatite Ore
gregtech:ore_chalcopyrite_0:0, Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:1, Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:2, Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:3, Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:4, Gravel Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:5, Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:6, Nether Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:7, End Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:8, Sand Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:9, Sand Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:10, Granite Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:11, Granite Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:12, Marble Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:13, Basalt Chalcopyrite Ore
gregtech:ore_garnierite_0:0, Garnierite Ore
gregtech:ore_garnierite_0:1, Garnierite Ore
gregtech:ore_garnierite_0:2, Garnierite Ore
gregtech:ore_garnierite_0:3, Garnierite Ore
gregtech:ore_garnierite_0:4, Gravel Garnierite Ore
gregtech:ore_garnierite_0:5, Garnierite Ore
gregtech:ore_garnierite_0:6, Nether Garnierite Ore
gregtech:ore_garnierite_0:7, End Garnierite Ore
gregtech:ore_garnierite_0:8, Sand Garnierite Ore
gregtech:ore_garnierite_0:9, Sand Garnierite Ore
gregtech:ore_garnierite_0:10, Granite Garnierite Ore
gregtech:ore_garnierite_0:11, Granite Garnierite Ore
gregtech:ore_garnierite_0:12, Marble Garnierite Ore
gregtech:ore_garnierite_0:13, Basalt Garnierite Ore
gregtech:ore_platinum_0:0, Platinum Ore
gregtech:ore_platinum_0:1, Platinum Ore
gregtech:ore_platinum_0:2, Platinum Ore
gregtech:ore_platinum_0:3, Platinum Ore
gregtech:ore_platinum_0:4, Gravel Platinum Ore
gregtech:ore_platinum_0:5, Platinum Ore
gregtech:ore_platinum_0:6, Nether Platinum Ore
gregtech:ore_platinum_0:7, End Platinum Ore
gregtech:ore_platinum_0:8, Sand Platinum Ore
gregtech:ore_platinum_0:9, Sand Platinum Ore
gregtech:ore_platinum_0:10, Granite Platinum Ore
gregtech:ore_platinum_0:11, Granite Platinum Ore
gregtech:ore_platinum_0:12, Marble Platinum Ore
gregtech:ore_platinum_0:13, Basalt Platinum Ore
gregtech:ore_galena_0:0, Galena Ore
gregtech:ore_galena_0:1, Galena Ore
gregtech:ore_galena_0:2, Galena Ore
gregtech:ore_galena_0:3, Galena Ore
gregtech:ore_galena_0:4, Gravel Galena Ore
gregtech:ore_galena_0:5, Galena Ore
gregtech:ore_galena_0:6, Nether Galena Ore
gregtech:ore_galena_0:7, End Galena Ore
gregtech:ore_galena_0:8, Sand Galena Ore
gregtech:ore_galena_0:9, Sand Galena Ore
gregtech:ore_galena_0:10, Granite Galena Ore
gregtech:ore_galena_0:11, Granite Galena Ore
gregtech:ore_galena_0:12, Marble Galena Ore
gregtech:ore_galena_0:13, Basalt Galena Ore
gregtech:ore_naquadah_enriched_0:0, Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:1, Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:2, Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:3, Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:4, Gravel Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:5, Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:6, Nether Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:7, End Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:8, Sand Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:9, Sand Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:10, Granite Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:11, Granite Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:12, Marble Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:13, Basalt Enriched Naquadah Ore
gregtech:ore_scheelite_0:0, Scheelite Ore
gregtech:ore_scheelite_0:1, Scheelite Ore
gregtech:ore_scheelite_0:2, Scheelite Ore
gregtech:ore_scheelite_0:3, Scheelite Ore
gregtech:ore_scheelite_0:4, Gravel Scheelite Ore
gregtech:ore_scheelite_0:5, Scheelite Ore
gregtech:ore_scheelite_0:6, Nether Scheelite Ore
gregtech:ore_scheelite_0:7, End Scheelite Ore
gregtech:ore_scheelite_0:8, Sand Scheelite Ore
gregtech:ore_scheelite_0:9, Sand Scheelite Ore
gregtech:ore_scheelite_0:10, Granite Scheelite Ore
gregtech:ore_scheelite_0:11, Granite Scheelite Ore
gregtech:ore_scheelite_0:12, Marble Scheelite Ore
gregtech:ore_scheelite_0:13, Basalt Scheelite Ore
gregtech:ore_ruby_0:0, Ruby Ore
gregtech:ore_ruby_0:1, Ruby Ore
gregtech:ore_ruby_0:2, Ruby Ore
gregtech:ore_ruby_0:3, Ruby Ore
gregtech:ore_ruby_0:4, Gravel Ruby Ore
gregtech:ore_ruby_0:5, Ruby Ore
gregtech:ore_ruby_0:6, Nether Ruby Ore
gregtech:ore_ruby_0:7, End Ruby Ore
gregtech:ore_ruby_0:8, Sand Ruby Ore
gregtech:ore_ruby_0:9, Sand Ruby Ore
gregtech:ore_ruby_0:10, Granite Ruby Ore
gregtech:ore_ruby_0:11, Granite Ruby Ore
gregtech:ore_ruby_0:12, Marble Ruby Ore
gregtech:ore_ruby_0:13, Basalt Ruby Ore
gregtech:ore_cassiterite_0:0, Cassiterite Ore
gregtech:ore_cassiterite_0:1, Cassiterite Ore
gregtech:ore_cassiterite_0:2, Cassiterite Ore
gregtech:ore_cassiterite_0:3, Cassiterite Ore
gregtech:ore_cassiterite_0:4, Gravel Cassiterite Ore
gregtech:ore_cassiterite_0:5, Cassiterite Ore
gregtech:ore_cassiterite_0:6, Nether Cassiterite Ore
gregtech:ore_cassiterite_0:7, End Cassiterite Ore
gregtech:ore_cassiterite_0:8, Sand Cassiterite Ore
gregtech:ore_cassiterite_0:9, Sand Cassiterite Ore
gregtech:ore_cassiterite_0:10, Granite Cassiterite Ore
gregtech:ore_cassiterite_0:11, Granite Cassiterite Ore
gregtech:ore_cassiterite_0:12, Marble Cassiterite Ore
gregtech:ore_cassiterite_0:13, Basalt Cassiterite Ore
gregtech:ore_opal_0:0, Opal Ore
gregtech:ore_opal_0:1, Opal Ore
gregtech:ore_opal_0:2, Opal Ore
gregtech:ore_opal_0:3, Opal Ore
gregtech:ore_opal_0:4, Gravel Opal Ore
gregtech:ore_opal_0:5, Opal Ore
gregtech:ore_opal_0:6, Nether Opal Ore
gregtech:ore_opal_0:7, End Opal Ore
gregtech:ore_opal_0:8, Sand Opal Ore
gregtech:ore_opal_0:9, Sand Opal Ore
gregtech:ore_opal_0:10, Granite Opal Ore
gregtech:ore_opal_0:11, Granite Opal Ore
gregtech:ore_opal_0:12, Marble Opal Ore
gregtech:ore_opal_0:13, Basalt Opal Ore
gregtech:ore_bentonite_0:0, Bentonite Ore
gregtech:ore_bentonite_0:1, Bentonite Ore
gregtech:ore_bentonite_0:2, Bentonite Ore
gregtech:ore_bentonite_0:3, Bentonite Ore
gregtech:ore_bentonite_0:4, Gravel Bentonite Ore
gregtech:ore_bentonite_0:5, Bentonite Ore
gregtech:ore_bentonite_0:6, Nether Bentonite Ore
gregtech:ore_bentonite_0:7, End Bentonite Ore
gregtech:ore_bentonite_0:8, Sand Bentonite Ore
gregtech:ore_bentonite_0:9, Sand Bentonite Ore
gregtech:ore_bentonite_0:10, Granite Bentonite Ore
gregtech:ore_bentonite_0:11, Granite Bentonite Ore
gregtech:ore_bentonite_0:12, Marble Bentonite Ore
gregtech:ore_bentonite_0:13, Basalt Bentonite Ore
gregtech:ore_calcite_0:0, Calcite Ore
gregtech:ore_calcite_0:1, Calcite Ore
gregtech:ore_calcite_0:2, Calcite Ore
gregtech:ore_calcite_0:3, Calcite Ore
gregtech:ore_calcite_0:4, Gravel Calcite Ore
gregtech:ore_calcite_0:5, Calcite Ore
gregtech:ore_calcite_0:6, Nether Calcite Ore
gregtech:ore_calcite_0:7, End Calcite Ore
gregtech:ore_calcite_0:8, Sand Calcite Ore
gregtech:ore_calcite_0:9, Sand Calcite Ore
gregtech:ore_calcite_0:10, Granite Calcite Ore
gregtech:ore_calcite_0:11, Granite Calcite Ore
gregtech:ore_calcite_0:12, Marble Calcite Ore
gregtech:ore_calcite_0:13, Basalt Calcite Ore
gregtech:ore_sphalerite_0:0, Sphalerite Ore
gregtech:ore_sphalerite_0:1, Sphalerite Ore
gregtech:ore_sphalerite_0:2, Sphalerite Ore
gregtech:ore_sphalerite_0:3, Sphalerite Ore
gregtech:ore_sphalerite_0:4, Gravel Sphalerite Ore
gregtech:ore_sphalerite_0:5, Sphalerite Ore
gregtech:ore_sphalerite_0:6, Nether Sphalerite Ore
gregtech:ore_sphalerite_0:7, End Sphalerite Ore
gregtech:ore_sphalerite_0:8, Sand Sphalerite Ore
gregtech:ore_sphalerite_0:9, Sand Sphalerite Ore
gregtech:ore_sphalerite_0:10, Granite Sphalerite Ore
gregtech:ore_sphalerite_0:11, Granite Sphalerite Ore
gregtech:ore_sphalerite_0:12, Marble Sphalerite Ore
gregtech:ore_sphalerite_0:13, Basalt Sphalerite Ore
gregtech:ore_malachite_0:0, Malachite Ore
gregtech:ore_malachite_0:1, Malachite Ore
gregtech:ore_malachite_0:2, Malachite Ore
gregtech:ore_malachite_0:3, Malachite Ore
gregtech:ore_malachite_0:4, Gravel Malachite Ore
gregtech:ore_malachite_0:5, Malachite Ore
gregtech:ore_malachite_0:6, Nether Malachite Ore
gregtech:ore_malachite_0:7, End Malachite Ore
gregtech:ore_malachite_0:8, Sand Malachite Ore
gregtech:ore_malachite_0:9, Sand Malachite Ore
gregtech:ore_malachite_0:10, Granite Malachite Ore
gregtech:ore_malachite_0:11, Granite Malachite Ore
gregtech:ore_malachite_0:12, Marble Malachite Ore
gregtech:ore_malachite_0:13, Basalt Malachite Ore
gregtech:ore_beryllium_0:0, Beryllium Ore
gregtech:ore_beryllium_0:1, Beryllium Ore
gregtech:ore_beryllium_0:2, Beryllium Ore
gregtech:ore_beryllium_0:3, Beryllium Ore
gregtech:ore_beryllium_0:4, Gravel Beryllium Ore
gregtech:ore_beryllium_0:5, Beryllium Ore
gregtech:ore_beryllium_0:6, Nether Beryllium Ore
gregtech:ore_beryllium_0:7, End Beryllium Ore
gregtech:ore_beryllium_0:8, Sand Beryllium Ore
gregtech:ore_beryllium_0:9, Sand Beryllium Ore
gregtech:ore_beryllium_0:10, Granite Beryllium Ore
gregtech:ore_beryllium_0:11, Granite Beryllium Ore
gregtech:ore_beryllium_0:12, Marble Beryllium Ore
gregtech:ore_beryllium_0:13, Basalt Beryllium Ore
gregtech:ore_bastnasite_0:0, Bastnasite Ore
gregtech:ore_bastnasite_0:1, Bastnasite Ore
gregtech:ore_bastnasite_0:2, Bastnasite Ore
gregtech:ore_bastnasite_0:3, Bastnasite Ore
gregtech:ore_bastnasite_0:4, Gravel Bastnasite Ore
gregtech:ore_bastnasite_0:5, Bastnasite Ore
gregtech:ore_bastnasite_0:6, Nether Bastnasite Ore
gregtech:ore_bastnasite_0:7, End Bastnasite Ore
gregtech:ore_bastnasite_0:8, Sand Bastnasite Ore
gregtech:ore_bastnasite_0:9, Sand Bastnasite Ore
gregtech:ore_bastnasite_0:10, Granite Bastnasite Ore
gregtech:ore_bastnasite_0:11, Granite Bastnasite Ore
gregtech:ore_bastnasite_0:12, Marble Bastnasite Ore
gregtech:ore_bastnasite_0:13, Basalt Bastnasite Ore
gregtech:ore_pentlandite_0:0, Pentlandite Ore
gregtech:ore_pentlandite_0:1, Pentlandite Ore
gregtech:ore_pentlandite_0:2, Pentlandite Ore
gregtech:ore_pentlandite_0:3, Pentlandite Ore
gregtech:ore_pentlandite_0:4, Gravel Pentlandite Ore
gregtech:ore_pentlandite_0:5, Pentlandite Ore
gregtech:ore_pentlandite_0:6, Nether Pentlandite Ore
gregtech:ore_pentlandite_0:7, End Pentlandite Ore
gregtech:ore_pentlandite_0:8, Sand Pentlandite Ore
gregtech:ore_pentlandite_0:9, Sand Pentlandite Ore
gregtech:ore_pentlandite_0:10, Granite Pentlandite Ore
gregtech:ore_pentlandite_0:11, Granite Pentlandite Ore
gregtech:ore_pentlandite_0:12, Marble Pentlandite Ore
gregtech:ore_pentlandite_0:13, Basalt Pentlandite Ore
gregtech:ore_iron_0:0, Iron Ore
gregtech:ore_iron_0:1, Iron Ore
gregtech:ore_iron_0:2, Iron Ore
gregtech:ore_iron_0:3, Iron Ore
gregtech:ore_iron_0:4, Gravel Iron Ore
gregtech:ore_iron_0:5, Iron Ore
gregtech:ore_iron_0:6, Nether Iron Ore
gregtech:ore_iron_0:7, End Iron Ore
gregtech:ore_iron_0:8, Sand Iron Ore
gregtech:ore_iron_0:9, Sand Iron Ore
gregtech:ore_iron_0:10, Granite Iron Ore
gregtech:ore_iron_0:11, Granite Iron Ore
gregtech:ore_iron_0:12, Marble Iron Ore
gregtech:ore_iron_0:13, Basalt Iron Ore
gregtech:ore_sulfur_0:0, Sulfur Ore
gregtech:ore_sulfur_0:1, Sulfur Ore
gregtech:ore_sulfur_0:2, Sulfur Ore
gregtech:ore_sulfur_0:3, Sulfur Ore
gregtech:ore_sulfur_0:4, Gravel Sulfur Ore
gregtech:ore_sulfur_0:5, Sulfur Ore
gregtech:ore_sulfur_0:6, Nether Sulfur Ore
gregtech:ore_sulfur_0:7, End Sulfur Ore
gregtech:ore_sulfur_0:8, Sand Sulfur Ore
gregtech:ore_sulfur_0:9, Sand Sulfur Ore
gregtech:ore_sulfur_0:10, Granite Sulfur Ore
gregtech:ore_sulfur_0:11, Granite Sulfur Ore
gregtech:ore_sulfur_0:12, Marble Sulfur Ore
gregtech:ore_sulfur_0:13, Basalt Sulfur Ore
gregtech:ore_bauxite_0:0, Bauxite Ore
gregtech:ore_bauxite_0:1, Bauxite Ore
gregtech:ore_bauxite_0:2, Bauxite Ore
gregtech:ore_bauxite_0:3, Bauxite Ore
gregtech:ore_bauxite_0:4, Gravel Bauxite Ore
gregtech:ore_bauxite_0:5, Bauxite Ore
gregtech:ore_bauxite_0:6, Nether Bauxite Ore
gregtech:ore_bauxite_0:7, End Bauxite Ore
gregtech:ore_bauxite_0:8, Sand Bauxite Ore
gregtech:ore_bauxite_0:9, Sand Bauxite Ore
gregtech:ore_bauxite_0:10, Granite Bauxite Ore
gregtech:ore_bauxite_0:11, Granite Bauxite Ore
gregtech:ore_bauxite_0:12, Marble Bauxite Ore
gregtech:ore_bauxite_0:13, Basalt Bauxite Ore
gregtech:ore_emerald_0:0, Emerald Ore
gregtech:ore_emerald_0:1, Emerald Ore
gregtech:ore_emerald_0:2, Emerald Ore
gregtech:ore_emerald_0:3, Emerald Ore
gregtech:ore_emerald_0:4, Gravel Emerald Ore
gregtech:ore_emerald_0:5, Emerald Ore
gregtech:ore_emerald_0:6, Nether Emerald Ore
gregtech:ore_emerald_0:7, End Emerald Ore
gregtech:ore_emerald_0:8, Sand Emerald Ore
gregtech:ore_emerald_0:9, Sand Emerald Ore
gregtech:ore_emerald_0:10, Granite Emerald Ore
gregtech:ore_emerald_0:11, Granite Emerald Ore
gregtech:ore_emerald_0:12, Marble Emerald Ore
gregtech:ore_emerald_0:13, Basalt Emerald Ore
gregtech:ore_tin_0:0, Tin Ore
gregtech:ore_tin_0:1, Tin Ore
gregtech:ore_tin_0:2, Tin Ore
gregtech:ore_tin_0:3, Tin Ore
gregtech:ore_tin_0:4, Gravel Tin Ore
gregtech:ore_tin_0:5, Tin Ore
